-0.082895,-2.252284,2.823216,-2.701212,1.042165,-0.055752,-0.905786,0.094921,-0.152326,-0.039438,-0.064975,0.011691,
6.286845,-0.914318,-0.826934,2.287383,5.360774,1.372481,0.551616,2.208090,0.605815,-0.156404,-0.449025,-0.056990,
6.105023,1.611422,3.134116,1.225810,3.264294,0.293344,-1.366247,-0.021250,0.025221,-0.778396,-0.369024,0.000349,
6.336037,0.449953,1.372887,0.325256,3.778532,-1.366803,-0.273475,1.714508,-0.230727,-0.088839,-0.418647,-0.014839,
6.362509,0.361141,2.971849,-1.563374,2.350155,-1.281754,-3.252325,0.487993,-0.350239,-0.615139,-0.277436,-0.108126,
1.719470,-0.482888,4.911992,-0.130714,2.379862,2.314655,1.222231,1.159864,0.700950,0.507749,0.078857,0.051000,
6.217648,1.745637,2.875647,2.414624,3.464377,-1.318119,-2.272242,-0.165540,-0.093827,-0.372437,-0.453772,-0.071122,
3.978347,0.195484,3.039332,0.205229,2.235007,0.462579,0.300867,0.957463,0.858695,0.159838,0.004796,0.059499,
-0.219803,-2.097713,3.515101,-1.560550,1.967150,-0.882474,-0.356801,1.094689,-0.260613,-0.123702,-0.030845,-0.003397,
5.338121,-0.315475,0.059147,0.443597,5.369730,2.782865,0.183878,1.891909,0.634772,-0.065345,-0.052159,-0.035947,
5.826116,2.629008,3.234675,1.439569,2.859498,1.831364,-0.649856,-0.959513,-0.329972,-0.727806,-0.157240,-0.004635,
2.558906,-0.314779,4.058683,0.172571,3.462113,0.718199,0.831507,2.119839,0.592482,0.236098,0.069669,0.051398,
6.602157,0.962653,1.752035,0.522147,3.102349,-2.718538,-1.854075,0.916959,-0.042498,0.197403,-0.366895,-0.034878,
5.016867,0.482406,2.104868,-0.595498,3.854248,2.663271,0.847143,1.261803,0.302779,-0.022696,0.112537,0.060063,
5.635277,2.246195,3.675657,1.613089,5.661264,0.010926,-1.393976,-0.120244,-0.319026,0.138288,-0.355130,-0.098328,
6.111450,0.147411,0.154893,1.769317,3.373773,1.509895,0.834700,2.186250,1.028523,-0.245374,-0.408912,-0.054656,
1.060295,-2.322388,2.713023,-0.979827,-0.749227,-0.317771,0.336549,0.257081,0.023477,0.143493,0.135553,0.016667,
6.157820,-1.075608,-0.453499,2.912753,4.043268,0.286514,2.345647,1.900582,0.651125,-0.110456,-0.323030,0.022078,
6.161633,2.364840,3.170496,0.271213,5.020068,1.357951,-1.307853,-0.764654,-0.677664,-0.362879,-0.227989,-0.078242,
5.975638,0.312901,1.631204,0.024033,4.597287,0.312498,-0.119425,2.040574,-0.093437,-0.230577,-0.398994,-0.076571,
6.327823,0.750200,2.142175,-0.796348,3.550581,-0.691770,-1.723970,0.918542,-0.082442,-0.146085,-0.394793,-0.111827,
4.169426,1.018001,2.876269,1.465242,3.226731,2.332584,1.782561,1.325755,0.640479,0.170991,0.186512,0.125906,
5.711820,2.550572,3.096643,2.812013,4.143377,0.692899,-1.643463,-0.488025,-0.044799,-0.532210,-0.296445,-0.107093,
3.625312,-0.112850,3.361693,0.498977,2.839337,1.280778,0.726374,1.554574,1.432880,0.433040,0.086958,0.086485,
1.749325,-0.779517,3.170625,-2.004466,2.542016,1.219155,0.007131,0.732440,-0.027459,0.012068,-0.038707,0.005228,
5.050867,0.323739,0.829337,-0.197693,3.960132,2.512276,0.585474,2.508879,1.296635,-0.350207,-0.177820,-0.046252,
4.733473,1.971173,4.022706,2.206567,3.668281,1.185978,0.156858,0.381482,0.440758,-0.043898,-0.005582,0.038306,
5.428566,-0.152781,1.045986,0.945660,4.455756,1.470178,1.361186,2.650772,0.189415,-0.278986,-0.203820,0.021581,
6.683731,1.409495,1.763561,2.497895,2.007622,-1.902232,-0.260144,0.539162,0.382895,-0.001085,-0.142593,0.062470,
4.999474,1.184406,1.922298,0.852956,4.585614,4.214456,1.870583,1.460097,-0.045933,-0.069817,0.295800,0.139965,
5.642793,2.681802,3.068969,4.050209,4.924079,-0.341797,-0.447803,0.226060,-0.071805,-0.026591,-0.282432,-0.041263,
4.390413,-0.018530,2.176117,0.083757,2.501234,1.592738,1.747440,2.243802,1.169023,0.022610,-0.100453,0.041316,
