3.853089,2.952556,3.006074,2.573892,4.322890,1.011369,2.567547,2.214439,0.649225,0.532768,0.141993,0.142184,
4.092494,3.055859,3.282481,3.539635,4.371795,0.307310,2.248672,2.063760,1.181676,0.363381,0.129592,0.171850,
3.694912,2.959217,3.752692,3.296905,3.458993,0.934939,1.736803,1.847485,1.395715,0.210195,0.229716,0.137161,
4.104446,2.536848,5.336144,2.774718,2.525495,0.837811,0.702941,1.775995,1.795173,-0.089897,0.224217,0.217310,
4.222006,1.596745,6.398716,2.270711,1.815640,0.431663,-0.126401,1.803783,1.717302,0.258198,0.094039,0.234494,
3.840522,0.755644,6.564802,1.221313,2.411471,-0.549892,-0.487431,1.932776,1.380586,0.234751,0.066310,0.301668,
3.363064,0.738601,5.964954,1.262766,1.864878,-0.806446,-0.481491,2.031040,1.514150,0.209834,0.222228,0.293446,
3.733567,0.075707,5.329584,1.446709,2.225648,-0.947984,-0.131079,2.039973,1.277746,0.303243,0.191807,0.250016,
3.058339,-0.451242,6.042283,1.190032,2.323147,-0.287026,-0.097596,1.901219,1.225975,0.245990,0.199172,0.237687,
2.831844,-0.556044,6.083456,1.096646,2.148485,0.078198,0.031712,1.817457,1.064194,0.292316,0.393596,0.181219,
2.729823,-0.556887,5.567877,1.931811,1.846820,0.341046,0.837562,1.187271,0.925071,0.481289,0.354850,0.129427,
2.255838,-0.403666,5.612511,1.588226,1.889608,0.190025,0.925234,1.296433,1.564108,0.406005,-0.064799,0.231215,
1.895870,-0.491546,6.357176,0.626585,1.976797,0.595336,0.466806,1.868512,1.131954,0.692144,0.025412,0.119098,
1.732898,-0.670828,6.880769,-0.073753,2.096387,1.257914,0.470120,1.975491,0.761175,0.851128,0.124579,0.033871,
1.449959,0.014287,7.180963,0.116834,1.888164,1.071864,0.520220,1.133964,0.990376,0.989604,0.027570,0.103943,
1.319557,0.177418,7.256230,0.502267,1.318164,0.275191,1.060357,0.645667,1.201485,0.948471,0.038568,0.206349,
1.377533,-0.206597,7.027492,0.148706,1.566166,-0.261716,0.239954,1.554479,1.433082,0.586014,0.343792,0.218637,
1.486510,0.009221,6.880636,-0.457086,1.349065,0.527352,-0.258510,1.516348,1.729825,0.706685,0.408705,0.172989,
1.156156,0.494987,6.356413,-0.620785,1.240303,1.124109,-0.138577,0.823108,2.304779,0.812409,0.384457,0.166016,
0.729875,0.439241,6.512805,-1.188363,1.724632,0.882926,0.281020,1.317873,2.088347,0.735097,0.222591,0.190575,
0.705426,0.022683,6.791074,-1.055204,1.478556,0.793767,0.535910,1.896844,1.647332,0.645196,0.284423,0.152912,
1.255988,-1.002764,6.851516,-0.984529,1.678355,0.449339,0.467768,2.415629,1.169284,0.921384,0.292033,0.055859,
1.143848,-0.905708,5.879562,-0.693218,2.105217,0.755788,0.819471,1.843941,1.071049,0.987204,0.076255,0.020468,
0.751600,-0.171783,5.468620,-0.895644,2.272142,1.337579,1.787843,1.095460,0.621907,0.964369,0.156639,0.010673,
0.660573,-0.242314,6.171764,-1.031172,1.905876,2.339665,1.433681,0.658243,0.703182,0.562348,0.184689,0.068069,
0.701820,-0.714840,6.755523,-1.212735,2.038149,2.731002,1.076666,0.943142,0.437561,0.628527,0.220578,0.025688,
0.514037,-1.176948,7.290428,-0.194285,1.389191,0.806872,1.396059,1.814423,0.380874,0.656182,0.267816,0.062835,
0.284702,-1.147255,6.925280,-0.660416,1.930395,1.112705,1.261543,2.397143,0.279690,0.306575,0.397506,0.068217,
0.347387,-1.345058,6.359341,-0.921831,2.708703,2.354302,0.344697,2.028445,0.755136,0.046518,0.342065,0.082121,
0.079960,-0.791373,5.691158,-0.573799,2.032532,2.220781,0.795767,1.730564,1.342450,0.093550,0.198816,0.082397,
0.281898,-1.038994,5.487972,-0.506392,1.672661,2.271004,1.247644,1.844826,1.237138,0.065735,0.212514,0.067607,
0.276502,-1.363135,6.552048,-0.875407,1.422332,1.704794,0.931826,2.443951,0.987276,0.256075,0.274579,0.018049,
0.016552,-1.673855,6.755010,-0.677409,1.623892,1.721050,1.219998,2.520250,1.032616,0.326067,0.181143,0.019175,
0.316832,-1.556184,6.217452,-0.474352,2.410228,2.485598,1.150261,1.595484,0.803280,0.319698,0.243012,0.079313,
0.741995,-1.411543,5.910617,-0.690983,2.359291,2.718399,1.463242,1.291092,0.500336,0.251306,0.196568,0.124591,
1.005766,-1.521503,6.222260,-0.812357,1.871970,2.437367,0.922416,1.499564,0.743906,0.333356,0.143936,0.070160,
1.118721,-1.427440,5.664431,0.002845,2.867665,1.757461,-0.405755,2.043109,1.526357,0.133792,0.078924,0.063113,
